text,label
"bu fiyat ile alınabilecek en iyi android telefon. 4g ve açıldığında güncelleme ile gelen 5.1 versiyon. kargo yine şaşırtmadı, 24 saat dolmadan elime ulaştı. ancak hb'nın yeni geçtiği kargo sisteminde kargonun hangi aşamada olduğu bilgisi yeterli değil. ertesi gün sipariş sayfasında ""kargonuz hazırlanıyor"" ibaresini görünce şüpheye düşüp müşteri hizmetlerine sorduktan 3 dakika sonra kargocu kapıdan içeri girip cihazı teslim etti. teşekkürler hepsiburada",positive
- hafızasını artırabilirsiniz.,positive
"note 3 telefonum icin aldim, orijinal sarjim da teller kopmustu ve sarj etmiyordu..burdaki yorumlara bakaraka slink aldim ve cokkk memnun kaldim..hizli sarj ediyo..uzun olmasida arti avantaj..",positive
gördüğüm en iyi bayan parfümlerinden düşünmeden  alın,positive
ancak bir yıldız da kırmadan edemeyeceğim. hepsiburada'dan ürün 3. gün elime ulaştı. 24 saat tedarik sürecinde bekledi. hızlı kargo seçeneği olmasına rağmen üründe.,positive
gayet başarılı ve yeterli bir ürün,positive
yıllardır kullanıyoruz. malzeme kalitesi ve çekiş gücü fiyatına göre oldukça iyi . toz torbası kolaylıkla bulunabiliyor. bence reklamı olmadığından  az tercih ediliyor olmalı.içinde  aparatların saklandığı bölmesi var.,positive
çok kaliteli bir yapıştırıcı hemen hemen herşeyi çok çabuk ve iyi derecede yapıştırıyor.bir arkadaş tavsiyesi üzerine sipariş verip almıştım.aldığım içinde hiç pişman değilim,positive
yorumlardaki gibi kısa değildi göründüğü gibi ufak değil aksine bayağı büyük ve zarif. eşim çok beğendi,positive
ürünlerim 4 günde geldi  ama cok beğendim .. teşekkür ederim hepsiburada.com teşekkür ederim horoz lojistik  ..,positive
arkadaşlar kargo 2 saat önce elime geçti.tamamen eksiksiz ve sağlam bir şekilde elime geçti.hepsiburadaya güvenim her zaman tam idi ve daha da devam edecektir.,positive
masaustunde neredeyse normal bir dect telefon buyuklugunde yer kaplarken telesekreter ozelligi sayesinde cok isime yaradi. kolay kullanimi ile de tavsiye edebilecegim bir urun.,positive
aracımca yazın oluşan zift ve benzeri malzemeleri cıkarmak için aldım. çok işe yaradı faydalı bir ürün alın pişman olmazsınız..teşekkürler,positive
inanılmaz zahmetsiz ve hızlı. çünkü buhar gücü sizin sürekli git gel yapmanıza gerek bırakmadan kırışıklığı açıyor. biraz sanayi  tipi gibi ama etkili.,positive
bu fiyata alınabilecek en kaliteli üründür diye tahmin ediyorum. ürünün hızlı bir şekilde ulaştırılması da gayet güzel.,positive
iki kez kullnadım dikişleri söküldü ve yırtıldı parmakların biri küçük diğeri büyük saçma sapan bir şey. 10 tl daha verin iyisini alın..,negative
kesinlikle tavsiye etmiyorum. henüz alalı 1 ay oldu. 1 kere memnun olarak kullanmadım.,negative
yaklaşık bir haftadır kullanıyoruz.sert ve güzel .fakat visco özelliğini daha hissedemedim. visco özelik arayanlar ve bel ağrısı olanlar biraz daha araştırsınlar. eski yatağa göre bel ağrısı çekmiyorum ama çok da rahat uyumadım. fiyatına göre fena değil tabi ki de,negative
ürünü beklentisini yüksek tutanlara tavsiye etmiyorum. ancak benim işimi göreceğinden şüphem yok.kargo yine çok hızlıydı.tesekkürler hepsi burada,negative
"&#8226;&#9;i̇pod&#8217;umdaki müzikleri bu telefona yükledim. telefon hafızasında 8,5 gb yer tuttuğu görünmesine karşın müzik ikonuna tıkladığımda boş bir ekran geliyordu. bloglarda araştırınca iphone 6 larda bunun sık karşılaşılan bir durum olduğunu gördüm, oradaki önerileri uygulayarak sorunu çözebildim.",negative
bunun yerine diğer mini usb cinsinden almanızı şiddetle tavsiye ederim.fiyat farkı pek yoktu.,negative
düşük ses kalitesi. fakat fiyatına göre jak girişiniz bozuksa iş görür.,negative
başka marka kullandığım için çevreme de almak istedim ama bu markayı 3ü birarada ve ucuz diye tercih ettiğime pişman oldum. çocuk oyuncağı gibi .....,negative
"ürünün yalıtım eksikliği nedeniyle, titreşim kaynaklı metal sesi rahatsız edici derece gelmektedir. bu ses motor sesi dışında zırıltı olarak geldiğinden kafaya takacaklar ürünü kesinlikle kullanamaz.sadece görüntü olsun diye alacaksanız sorun yok fiyat uygun. ancak aktif olarak kullanacaklar kesinlikle daha kaliteli bir ürün alsınlar.",negative
ürün gerçekten berbat arkadaşlar aldım 1 ay sürmedi arızalandı garantiye gönderdim yenisi geldi 1 ay geçmeden ince sakal kescinin kafası koptu bende bida göndermedim. remington markasına yakıştıramadım.,negative
ürünler ağır günlük kullanım için çok rahat sayılmaz bir de bana kargoda olmuş sanırım hafif yamulmuş olarak geldi,negative
zorluk ayarı çok az yetersiz geliyor.,negative
malzeme kotu,negative
"güzel şirin bir buzdolabı ama arka kısmı telli, kapalı değil yani. ayrıca eski buzdolabım çok sesli çalıştıgından dolayı değiştirmiştim bundaki seste biraz kulagıma geliyor gibi belki buzdolabı sesine hassaslıgım artıgından dolayı olabilir, onun için problem olarak görmüyorum, yine içinde bir tane raf demiri var keşke iki tane olsaydı çünkü alt tarafa koyunca camın üzerine geliyor kırılma riski var.",negative
yan odada bile dogru düzgün çekmiyor ...,negative
"abartılı yorumlara inanmayın. ben baya indirimle aldım; şu anki fiyatına değer mi bilmem ama orta kalitede, ayağı sıcak tutmaya çalışan bir ürün.",negative
"üründen iki tane aldım. birini sorunsuz kullanıyorum. diğerini bir hafta kullandım, sonrasında apple orjinal ürünü değil ve uyumsuz mesajı vermeye başladı, kullanamıyorum.",negative
i̇ş görürmü görür ama cok kaliteli değil calışırken demirin sesleri çıkıyor,negative
yaramaz keşke almasaydin çok basi̇t.,negative
sonax hizli ci̇la alıdım ve aldıgım gun uygulama fırsatım oldu.aynen sonax hizli ci̇la kullanma klavuzunda oldugu gıbı ıslak olarak uygulaanan bolgeye 2 veya 3 kez fıskırtarak uyguladım ama faydasını goremedım.ne cızıklerı kapatıyor nede parlatıyor sonaxın sampuanını kullandım sadece daha cok parladı arabam :d,negative
ben çok parfüm kullandım kalıcılık özelliği olarak ama bu parfüm önce ağır gibi kokuyor sonrasında çabucak özelliğini yitiriyor ben pek beğenmedim.,negative
rafları kısalttım yine olmadı bu sefer uzun bölümünün deliğini değiştirdim kendim matkapla vida deliği açıp ölçüp biçip farklı bi yere tutturdum öyle oldu.,negative
"yaklaşık bir ay önce aldım bu ürünü.bez hiç iyi çıkmadı.sızdırma yapıyor,daha önce de almıştım böyle bir şey yok du.ama bu son ürün çok kötü tavsiye etmem",negative
ürün dayanıksız ve bir tanesi kırılmış olarak elime ulaştı tamir etmeye çalıştım ama çık sağlıklı olmadı demirden vargeçmeyin.,negative
"ürün az önce ulaştı, çabuk teslimat için hepsiburada.coma teşekkürler. ürünün malzeme kalitesi bana çok düşük geldi, ilk kalkıştan sonra 1.5 metre bile yükselmeden yere indi, altta bulunan kızak bölümü hemen kırıldı, daha dayanıklı olmasını beklerdim. kızaklar esnek olmadığı için çabucak kırılıyor. ama derseniz ben 1.5 metreden fazla yükseltmem, alçaktan uçururum o zaman alınabilir. başlangıç seviyesinde bir ürün arıyorsanız uygun sayılır ama dayanıksız izlenimi yaratıyor ilk uçuşta kırılınca.",negative
intişamlı görünüyor fotoda ama hiç değil,negative
en başta denilen hızlara çıkıyor.,negative
ketılın ağzı büyük olduğu için ısıyı tutmuyor sürekli kaynatmanız halinde ancak sıcak oluyor...,negative
bayrak kişiye göre değişir,negative
"koltuk ayaklari ahsap degil, ahsap gorunumlu plastiktir.",negative
sd card ı dahili olarak kullanamıyor. ustune bir de kart taki verileri sifreliyor ve aktaramıyorsunuz. tam bir işkence. lenovo markalı olarak aldıgım ilk ve sonsuza kadar son telefon bu olacak.,negative
anneme aldım fakat sesi cok az cıkıyor.,negative
yazarın unutamadığı biri var galiba bu seferki kitabı çok sıkıcıydı sürekli birine sitem halindeydi,negative
ben ürünü alalı 3 gün oldu ve pişman oldum aldığım için,negative
sağlam ve dayanıklı yapıdadır.,negative
ürünün kalitesi kötü yapışanı gece çıkmış kafama yapışmış halde buldum saba bandı başka marka almıştım o iyi idi yine on dan almayı planlıyorum,negative
"küçük top patlak geldi,büyük top da çok fazla esniyor..diğer ürünler iyi",negative
ürün ilk iki ay sorunsuz çalıştı başlıklarıyla istediğim sonuçları görüyordum fakat bir süre sonra çok hafif bi baskıda bile durmaya başladı başlık değiştirdim ama değişen birşey olmadı . yani alıyorsanız dikkatli kullanın motorun çok su görmesini engelleyin,negative
ürün resimde görüldüğü gibi canlı değil mat fiyatına göre uygun,negative
"burada yazılan yorumlara güvenerek satın aldım ancak beklentimin çok da altında bir ürün.evdeki emektar çok daha tutarlı,1 saat içinde yaptığım 2 tartı arasında neredeyse 2kga yakın fark oluyor.ne varsa eskilerde var.boşuna alıp da paranızı çöpe atmayın...",negative
"ürünü aldım kullandım ama hiç etkisi yok; fiyatı uygun diye wd40'ın yanında aldım. bol bol sıktım ama etki ettiği söylenemez. fiyatı uygun okey ama boşuna almayın bence, tavsiye etmem.",negative
"mavi, pembe ve mor renkli mini led mum siparişi verdim. pembe olan renk değiştirmiyor sadece beyaz ışık veriyor ama aydınlatması güzel. mavi ve mor olan da disko ışığı gibi her renkten çok hızlı değişerek yanmakta. boyutları biraz küçük. fiyatına göre normal.",negative
diğer sarah jio kitaplarını da okudum ve çok sevdim ama hep aynı olay var.bu yüzdwn sıkıcı olabiliyor ama iyi yani,negative
büyük makinelerden şaşmayın bence.,negative
daha öncede vinly kaplı agırlık kullandım.bunları da 9kg geçmek için 4 adet almıştım. fakat çalışırken tıkır tıkır kum tanelerinin sesi geliyor gerçekten sinir bozucu. bunun başınıza gelebileceğini düşünerek alın.,negative
fene degil,negative
arkadaslar gereksiz bir urun. viz viz bununla ugrasilmiyor. onun yerine duzgun bir pomza tasi alin( piyasada tonlarca cesitte ve sekillerde var) onunla yapin. havaya ucusan toz zerrecikleri cabasi. makinaya ufak sert hareketle bastir duruyor.,negative
hızıda güzel,negative
"kulaklıkları şarja takmadığım halde şarj kutusunun şarjı bitiyor , kulaklıkların şarjı da az gidiyor",negative
"aküsü hemen bitiyor 1yıl sonra tamamen öldü toplam 20 kez anca kullandım daha iyi bişey almanız mümkünse 10,5 lithyum bataryalı almanızı tavsiye ederim",negative
kesinlikle tavsiye etmiyorum çayı demledikten sonra suyu sürekli kaynatıyo ve çay simsiyah oluyo tadı kayboluyo altındaki su çabucak bitiyo hiç beyenmedim kesinlikle tavsiye etmiyorum,negative
bu kitaplardan 2 adet aldım kızım hiç beğenmedi bende aynı şekilde sadece görsellik klasiklerden güzel hikayeler almak en mantıklı bunlar geçici,negative
360lık yazan ürün 45 yapraktan oluşmakta ve tek tek yerleştirirseniz 180 kartvizit almaktadır.,negative
çok bir faydasını göremedim.,negative
"daha önce kullandığımız iyi kötü farklı markalar oldu ama bu ürünü sipariş ederken rulopak markasına ve tabi hb güvendik. ancak ürünü alıp denediğimde 2/3 fiyatına aldığım basit ürünlerden farklı olmadığını gördüm ve üzüldüm. ürün hem boyut olarak küçük hem de gramajı düşük. daha önce 1 havlu ile kurulanırken bundan 2 tane kullanmak zorunda kalıyorsunuz. yani, aslında verdiğiniz parayı 2 ile çarpın, kesinlikle ücretini haketmediğini düşünüyorum. dilerim yorumum yayınlanır ki, diğer müşteriler yanılmasın.",negative
"termostat ayarları kurabiye,pasta,kek gibi pişirmelerde kitapçıktaki ısı ayarlarıyla aynı değil.mesela kek 175 derecede pişmesi gereken kek 100 derecede pişiriyoruz.yoksa yanıyor.üst fırın yemek pişirmek için çok ideal.benimki buşekilde çıktı.termostat ayarlarının profosyanel şekilde yapılması gerekiyor.bu yüzden kimseye öneremiyorum.",negative
yorumlara bakarak aldım ama telefonu kullanırken hiç şarj olmuyor mıknatısı güzel.,negative
i̇lk aldığımda kaliteli bişey sandım. sağlam duruyor. ama 3-4 hafta sonra bozuluyor. ben kötü kullanmışımdır diye aynı üründen tekrar satın aldım. o da aynı sürede bozuldu. (telefon iphone 6),negative
ürünü aldım yaklaşık bir yıl kadar kullandım düşürürseniz falan içinde motoru iki vidayla sabitlemişler sabitlendiği plastik kolayca kırılabiliyo ancak düzgün kullanırsanız memnun kalırsınız ben düzgün kullanamadım şuan başka bir markanın fön makinasını kullanıyorum.,negative
"ürün dün elime geçti, direwnç konusunda en sert bant dahi biraz zayıf kalıyor. fakat başlangıç egzersizleri için ideal olduğunu düşünüyorum. buı fiyata alınabilecek en iyi ürün.",negative
"arkadaslar bu supurgeyi 1 yil once aldik ilk  aylar cok guzeldi  emis gucu supper zaten herkez yorumunu 2-3 hafta kulandiktan sonra yaziyor ama her yil suppurge alinmaz ki. bir kac ay sonra suppurge gurultulu calismaya basladi bir de emis gucunu kaybetmeye basladi bir yil dolmadan motoru yandi halbuki biz supurgeyi 3-4 gunde bir kulandik servisi aradiktan sonra bize motorun degismesi gerektigini soylediler ki motorun fiyati suppurgenin kendi fiyatina yakindi . tabi bi kenera kaldirdik lutfen yorumu makine elinize gectigi zaman yazmayin cunku ilk kulanimlarda tabiki makine iyi gozukur ama biraaz sure gecsin makinenin ne oldugu anlasilir, sakin almayin paraniza yazik.",negative
ehh pek kullanışlı değil açıkçası,negative
pratik birşey ama alırken daha farklı birşey düşünmüştüm ışığı biraz yetersiz küçük birşey,negative
sinyal gücü iyi ama çok sık kopmalar oluyor umduğum gibi çıkmadı,negative
"3 ayda pili bozuldu şu na sıfır duracell pil takıyorum 2 haftaya pili bitiriyor. ayrıca hassas ayar yaparken sıkıntılı online fps oyunlarında uzaktaki kişilere nişan almakta zorlanırsınız günlük kullanım için yeterli, sesssiz çalışıyor, malzeme kalitesi de iyi, pil sorunu olmasa yine kullanırdım.",negative
full hd oyun oynarim. akici olsun i̇steyenler uzak dursun...,negative
çoğu yorumda çok iyi makine şöyle iyi böyle iyi yazılmış lakin diğer yorumlarda da kurutma problemi olduğu yazılmış ben buna dikkat etmedim tatbiki gerçektende ilk kullanımda makinenin içindekiler ıslaktı yani tamamen kurutma yapamadı makine. en eski bulaşık makineleri bile bunu başarıyla yapabilirken böyle bir makine nasıl yapamaz anlamıyorum. yıkamasından problem yok güzel yıkamış lakin kurutma problemi bize teknik servis açısından da problem yaratacak gibi. size bu makineyi tavsiye etmem. alacaksanız da internet üzerinden etraflıca araştırma yapın. teşekkürler.,negative
beklediğim kalitede degil,negative
indirimdeyken aldim. hb sayesinde hizli olarak geldi. yapi itibari ile cok basit. daha iyisini kendiniz yapabilirsiniz. renk seçeneği yok kullandığınız hicbir esya ile uyum saglayacagini dusunmuyorum.,negative
"kokusu fresh, şişe tasarımı hoş, fakat kalıcılığı sadece birkaç dakika. verilen parayı hiç hak etmiyor.",negative
"bağlantı parçaları da kalitesiz, bir türlü ortalayamadık monitörü.",negative
"yorumlara ve açıklamalara güvenerek ürünü aldım fakat 2 köpeğim de yemedi. biri içindeki parçaları ayırarak yedi. diğeri ağzına bile sürmedi, aç olmasına rağmen koklayıp uzaklaştı.",negative
edp olduğuna aldanmayın tamamen satış amaçlı. kalıcılığı neredeyse yok. bir saatte geçiyor gidiyor. kokuda ilk yarım saat güzel kokuyor baharatlar. ağır ama güzel bir kış ve gece kokusu.,negative
"çok isteyerek aldığım bu üründe hayal kırıklığı yaşadım, sanki bozulmuş, kokmuyor gibi... hiç kalıcı değil, kokusu çok kısa süre sonra hissedilmiyor bile",negative
aldım ama istediğm gibi değil çok net değil tel kamerasi daha iyi çekiyor desem yeri titremelerde flan kötü çikiyor aldıgıma üzüldum aslımda,negative
telefon küçük boyutlarda ve i̇i̇şlevsel hizi düşük kamera orta halde ama en i̇yi̇ i̇ş telefonudur bencce güvenli̇ bi̇r telefon hafi̇f zari̇f küçük,negative
sıkınca güzel kokuyor ancak sonra soğan gibi kokusu var almayın,negative
ürün hemen geldi hız yönünden bi sıkıntı yok kurulumu da cok kolay.ancak rafları hareket etmiyor ve ayakları masada eğri duruyor.,negative
"ben siteden sekiz parça ürün aldım. fiyatına göre gayet güzel ürünler , fakat bu ürün göründüğü gibi  çıkmadı arka fon açık değil ben de koyuyeşil çıktı öyle olmasa iyi olurdu, ama yinede kullanıyorum",negative
makine sürekli kullanıma hiç uygun deil çünkü ağır ve çok bağırğyor..emiş gücü yetersiz. üçgen başlık kesinlikle kullanışsız. kendi iradesi varmış gibi kontrolde zorlanıyor insan. mutfakta elimin altında pratik olsun diye almıştım. beklentilerimi karşılamadı.,negative
anlamıyorsanız bu tür işlerden hiç bulaşmayın derim tam bir başa bela!,negative
çook şarj gerektiriyor en az 2 saat şarj alıyo en fazla yarım saat kullanılıyo,negative
henüz malzeme kalitesini görmedim fakat içine çok az koyulmuş böyle birşey olamaz resmen içine koysakmı koymasakmı diye düsünmüşler tam bir hayal kırıklığı kesinlikle tavsiye etmiyorum,negative
ürünü yorumlara bakarak aldım fakat vasat bi ürün.kalite sıralamasında ortalarda yer alır.bence bu kadar para vermeyi göze aldınız biraz daha para ekleyip daha iyi markalardan almak mantıklı.,negative
çok iç acıcı değil ama genede biraz faydasını görürsünüz,negative
altına yatırım yapmak ve uzun vadede kazanmak için iyi fırsatlardan biri altındır..ya puanınız varsa yada kartınızıa taksitle alabilirsiniz ve kazanabilirsiniz.,negative
hps burada,negative
alacak arkadaşlara umarım yardımcı olmuşumdur buna göre alırlarsa daha iyi olur.,negative
mükemmel derecede sizdiriyor..,negative
ürünü tavsiye üzerine aldım fakat iade ediyorum. şok basınç olayı tahmin edildiği gibi kuvvetli değil. art arda basamıyorsunuz üstelik o esnada damlatmada yapıyor damlatma yapmayan bir ütü olmasına rağmen.,negative
ürün kırışıklıkları açmıyor. normal ütüde ütülenebilen kumaşlar bu son teknoloji üründe ütülenemiyor. akıllı ütü olduğu için ayarları da değiştirilemiyor.,negative
ürünü tam şarj ettikten sonra 1 saat anca dayanıyor sonra yine şarj etmek gerekiyor. üstüne üstlük şarj olurken ürünü kullanamıyorsunuz. mikrofonu ile telefon görüşmesi yaparken karşı taraf sesi az duyuyor,negative
kesinlikle yorumlarda abartildigi kadar degil. agir acik parfumlere benziyir. ayrica kadin parfumu gibi. tavsiye etmem.,negative
ürün kaliteli gibi görüksede şarj durumu berbat. full şarj ile bir sakal traşını bitiremiyoruz.,negative
ben uzun aramalar sonucu almaya karar verdim. arkadaşların dediği gibi koku olmadı bende.hatta hiç yok.astra aracıma tam oldu.yalnız yumuşak kauçuk falan beklemeyim.resmen sert plastik.ama kayma yapmıyor.bu fiyata alınabilir.,negative
görüntü kalitesi çok düşük.,negative
uzun zamandır kullanıyorum. i̇lk sene mükemmel (çevirerek kullanmanız gerek ayakucu-baş kısmı) ikinci sene normal. 2 seneden sonra çökmeler oluyor.  şu an 2. senesi doldu benim yavaş yavaş çöpe doğru gidiyor. dönemlik kullanım için öneriyorum. öğrencilik dönemi vs.,negative
büyük bir hevesle aldığım bu makinadan hiç memnun değilim. çalışır durumda olan teknolojisi ni yenilemek için sorunu yokken değiştirdiğimiz eski bulaşık makinesi ni mumla arar olduk. samsung tam bir fiyasko oldu bizim için. deterjan konulan hazne lokasyonu yanlış. bulaşıklara takılıp kapak açılamıyor program bitip makinayı açtığınızda karşınıza ıslak bir ortam çıkıyor. teknik inceleme için gelen servis bunun normal olduğunu söyledi ve bu nedenle iade yada değişim yapılmamaktadır. tavsiye etmiyorum.,negative
"bu ürünü 2 aydır kullanıyorum, şefaf kılıflar daha uygun fiyata da var ancak daha önce kullandıklarımda renk sararması olduğu için bu sefer spiegeni denemek istedim ama 2 ay kullandıktan sonra sararmaya başladı. açıkçası daha iyi performans bekliyordum",negative
mamayı hiç beyenmedim  3 tane köpege denedim 3 de yemedi o  yüzden sıfır puan,negative
"gereksiz yere çok pahalı,bu fiyata çok daha iyi telefonlar var",negative
i̇nce sızdırıyor ve kalitesiz ve yapışkan bantları tutmuyor . bir daha almayacağım.,negative
ürünü kullanmaya başlayalı 1 yıldan fazla oldu. ilk aylarda yaylı yataktan sonra kullanmanın verdiği rahatlıkla yatağı beğeniyorsunuz. ancak 2-3 ay sonra yatak adeta ucuz sünger yatağa dönüşüyor. 180 boyunda ve 74 kg ağırlığındayım. sürekli yattığınız bölüm resmen içine göçüyor. sabah ağrılarla uyanıyorsunuz. hepsiburadadan çok ürün aldım.  hiçbirine yorum yazmadım. ama bu yorumu yazıp uyarmak istedim. fiyat/performans=uzak dur!!!!,negative
ürün beklentilerim düzeyinde kaliteli değil,negative
ürünün resimleri mükemmel. açıkcası öyle bekledim çünkü hepsi buradan aldığım ürünler iyi göründüğü gibi geldi . ancak parçalarının plastikten ve raflarında kumaştan olması tamamen hayal kırıklığı yaşattı. çok kullanışsız. tavsiye etmiyorum.,negative
premium careden sonra fiyatı uygun diye kullanmaya başladık ama kızımda pişik ve mantar oluşumuna neden oldu. kimseye önermem berbat,negative
bahsedildiği gibi hızlı bir sarj değil.,negative
farı temizlemedi,negative
yorumlara bakarak kullanışlı olacağını düşünüp bir tane denemek için aldım. kışlık kıyafetlerimi koydum. %75i bırakın %50 bile yerden tasarruf sağlamadı. üstelik çoğusu kazak gibi havalı kumaşı (dokuması gevşek) olan cinsten kıyafetlerdi. kıyafetlerin yarısını geri çıkarıp bir daha denedim. bu defa zar zor kapandı kapağı. bazanın altına koydum ama birazcık yüksek geldi. kışlık kıyafetler için en mantıklısı orta boy vakumlu hurç kullanıp yatay olarak baza altına koymak. ayrıca hurcun pompa deliği sürekli kapanıp durdu. yorumumu sahte bulanlar olacaktır muhtemelen. fakat tamamen gerçek deneyimime dayanarak bu yorumu yapıyorum.,negative
alacaklar dikkat etsin.otomatik kapanma yoksa bir işe yaramaz.,negative
"ürünü indirimdeyken çok uygun bir fiyata almıştim. kesinlikle uzun vade için kullanışlı ve ekonomik olduğunu söyleyebilirim ama malesef baskısı için aynı şeyi hayir. normal bir çıktida bile kırmızılar aşırı soluk, kaliteli fotoğraf kağıdında bile tam kırmızı elde edemiyorsaniz bu kadar para verilir mi düşündürücü. diğer markaların orjinal tanklı yazıcıları çıktı, baskı kaliteli olsun derseniz onları araştırın derim. çok sesli ve yazdırırken insanı rahatsız eden tiz bir ses çıkartıyor !",negative
kesinlikle almayin.. sokak kedileri icin almistim ama ilk actgimda evdeki kedimede az koydum bir tane bile yemedi. sokak kedileri yer diye dusundum ama kesinlikle yemiyolar 2 gundur hic eksilmemis kapinin onune koydugum mama.. daha once boyle birseyle karsilasmamistim cok tuhaf.. kesinlikle tavsiye etkiyorum.,negative
düdüklü tencere yi yaklaşık olarak bir aydır kullanmaya çalışıyoruz tencere içerisinde ki lastik kısmı yan taraftan hava kaçırıyor pişirme süresi uzuyor ve ocak üzerinde buhardan oluşan kirlenme meydana geliyor severek aldık fakat memnun kalmadık sorun giderile bilirse veya değiştire bilirsek memnun oluruz,negative
tutunma yerleri zamanla çıkıyor asılırken düşme ihtimalınız var sağlam değil az daha ekleyip uzun ömürlü bişey alın,negative
dikkat edin...,negative
fiyatı olarak piyasadan 1 tl ucuza geldi ama normalde sensoydne kullanıyordum signal biraz kötü geldi tercih meselesi diyelim,negative
en ufak bir faydasını görmedim. dediği gibi kullandım ama bi faydası olmadı,negative
gerek plastigi gerek ses seviyesi herşeyi ile.berbat kus sesi var moledi olarak sakın almayjn,negative
bu fiyata gore iyi urun yalnız hepsinden ikişer tane olacağına başka meyve sebze olabilirdi.teşekkürler hepsi burada,negative
"e5 telefon galerisinde yavaş çalışıyor, resimler 2-3 saniye sonra geliyor.",negative
ancak rengi gri olanlar da var sitede döşemenize göre renk alırsanız daha şık durur.,negative
+ ları,negative
tamam ürün fiyatı çok ucuz ama o fiyatı dahi etmez. tabiki ürünü çöpe atmadık kullanıyoruz ama dediğim gibi alınacak bir ürün değilmiş.,negative
"bluetooth iyi,",negative
arkadaşlar ürün incecik tahtanın üzerine yapıştırma resimden farkı yok daha 2. gün soyuldu resim kalktı kenarlardan,negative
açıkçası burberry diye baya kaliteli bişey beklemiştim. basit çiçek kokusu. hanımeli heralde. bundan çok ucuza yerli parfüm almıştım viva cappio. o da çiçek kokusu mesela buna bin basar. adı london olunca çalışan kadına uygun falan heralde dedim. alakası yok . tavsiye etmem,negative
iyi yorum yapanlar sanırım satıcılarla akraba hiç bir şekilde tavsiye etmiyorum tam bir hayal kırıklığı ki bende erken boşalma sorunu var yıllardır kullanırım ama bunun gibi işe yaramayan rastlamadım daha önce verdiğim paraya yazık :(,negative
ürün eti pişirmiyor paranız varsa daha iyisini alın.,negative
"arkadaşlar ürünü kesinlikle anteni dik duracak şekilde kullanmanız gerekiyor. kasanın arkasına yan duracak şekilde takınca iyi çekmiyor. ayrıca interneti yoğun kullandığınızda mesala netten film izlerken birden ağdan kopuyor ve tekrar bağlanmaya çalışıyor bu yüzden de film yarıda kalıyor , uğraştırıyor. acaba benim modemimde mi sıkıntı var diye başka bir usb adaptör denedim o mis gibi çalıştı. hızlı teslimat için teşekkürler hb.",negative
asiri kucuk ve basit parlamiyor bile bunun yerine baska birsey alin paraniza yazik kutusu daha guzel,negative
ürün süper geldi̇ği̇ gün bi̇raz kullandim ama bu fi̇yattan alip satinca i̇yi̇ kar sağlaniyor yani̇ değeri̇nden çok düşük gfi̇yata aliyorsun...özelli̇k bakimindanda çok süper...,negative
almayın cok kötü kalitesiz  ve dayanıksız,negative
ürün 3 gün içinde elimize geçti. fakat ağır plastik kokusunu ne yaparsak yapalım geçiremedik. i̇ade etmek zorunda kaldık..,negative
makine aşırı yüksek sesli ve verdigi hava yetersiz,negative
temizliyor ama çok fonksiyonel bir şey değil.,negative
bir saatlik yolculuk suresince note5 cihazimi yalnizca %20 sarj edebildi. beklentilerimin cok altinda cikti.,negative
ürün belirtilen özelliklerde degil...yüklenen proğramları çok yetersiz ve kullanışsız bir ürün..,negative
çok beğenmedim ütünün suyu hemen bitiyor ve çok yüksek sıcaklıkta da ütü masasını eritti ...,negative
150ml şişede satılma sebebi gün içinde defalarca yenilenmesi gerektiği içinmiş. fiyatı uygun görünce denenmeden alınmış ve banyo aynası önünde gereksiz yer işgal eden bir parfüm :/,negative
ve sürekli jiletlenmekten daha da sertleşti maalesef,negative
"aracım 2001 model berlingo, 138 binde yağı değiştirdim, filtreyi değiştird",negative
yorumlara güvenerek aldım fakat hiç de kalıcı ve etkili bir kokusu yok.ben beğenmedim.alacak kişilere kesinlikle önermem.verilen parayı hak etmiyor.benden size tavsiye.,negative
hem çamaşırı kurutuyor hem de rengini solduruyor.,negative
araştırın anlayacaksınız. zenfone 2 kullanıcısıyım şiddetle tavsiye ederim.. bunlara bakmayın.. telefonum zenfone 2 32gb antutu puanım 58880 ! listelerde yazmayan genel özellikleri ise. mesela ekran parlaklığı çok çok iyi. hoparlör ses seviyesi gayet tatmin edici. asus sürekli güncelemeler yapıp kendini yenileyip ek özellikler getiriyor. asusa özel birsürü yardımcı program var. android lolipop işletim sistemi var. 2.3 ghz inrel işlemci var..... kafa karıştırmayın bunlarla.. fiyat kalite oranında çok ama çok memnunum. tavsiye ederim.. asus zenfone 2 32 gb.,negative
henüz arabaya yerleştirip ali ile deneme imkanı bulamadık. i̇lk izlenimi aktarmakta fayda var çünkü ben de yorumlara bakıp karar verdim.,negative
resimde göründüğü gibi şık değil. kalitesini de beğenmedim. tavsiye etmiyorum.,negative
